Num_facture,num_contrat,exe,dtemi,datedeb,datefin,datcpt,libop,ncli,Prime,nomncli,nb_jour_couv,client_age,client_gender,client_marital_status
193759,16085,2022,4/11/2022,3/1/2022,2/28/2023,4/28/2022,Terme,1719397,25162.72,client_2842,304,25,Male,Single
193759,16085,2022,4/11/2022,3/1/2022,2/28/2023,4/28/2022,Terme,1719397,25162.72,client_2842,60,25,Male,Single
534875,16118,2025,5/2/2025,12/29/2024,12/28/2025,5/28/2025,Terme,8584413,86219.36,client_2613,364,41,Male,Single
468726,16132,2024,8/26/2024,1/20/2024,12/28/2024,8/28/2024,Avenant,17293341,12000.82,client_2707,343,41,Female,Single
373638,16118,2024,1/14/2024,12/30/2023,12/28/2024,1/30/2024,Terme,8584413,72684.19,client_2613,364,41,Male,Single
598847,16148,2025,12/12/2025,2/16/2025,12/28/2025,12/29/2025,Ristourne,34829818,-3038.79,client_511,315,42,Male,Single
189173,16098,2022,2/20/2022,12/29/2021,12/29/2022,2/26/2022,Terme,4842572,2480.0031,client_2578,365,60,Male,Married
543069,16132,2025,5/23/2025,12/29/2024,12/28/2025,5/28/2025,Ristourne,4958674,-1335.78,client_1190,364,45,Male,Married
205546,16101,2022,6/13/2022,12/29/2021,12/29/2022,6/24/2022,Terme,4870092,52834.4,client_1722,365,38,Male,Married
136441,16086,2020,2/27/2020,12/30/2019,12/28/2020,3/28/2020,Terme,1719712,31901.72,client_2691,364,26,Female,Divorced
373496,16134,2024,1/8/2024,12/30/2023,12/28/2024,1/30/2024,Affaire Nouvelle,1539019,2370.128,client_1078,364,41,Female,Single
562768,16132,2025,8/22/2025,2/28/2025,12/28/2025,8/28/2025,Ristourne,17293342,-4244.18,client_969,303,47,Female,Married
295391,16101,2023,3/26/2023,12/30/2022,12/29/2023,3/27/2023,Terme,4870090,4380.4604,client_1986,364,38,Female,Single
475956,16099,2024,9/8/2024,1/30/2024,12/28/2024,9/28/2024,Avenant,4865855,20408.22,client_547,333,60,Female,Married
308761,16098,2023,6/23/2023,12/30/2022,12/29/2023,6/28/2023,Terme,4833413,20862.45,client_2738,364,34,Female,Single
301466,16108,2023,4/27/2023,12/30/2022,12/29/2023,4/28/2023,Avenant,4730308,200.0,client_707,364,38,Female,Married
296328,16093,2023,4/21/2023,12/30/2022,12/29/2023,4/28/2023,Terme,4695615,4566.2072,client_2715,364,32,Male,Married
543068,16137,2025,5/23/2025,12/29/2024,12/28/2025,5/28/2025,Terme,18482780,91268.59,client_1049,364,42,Male,Married
283709,16100,2023,1/19/2023,12/30/2022,12/29/2023,1/29/2023,Terme,4867653,10671.32,client_2669,364,25,Female,Single
373366,16132,2024,1/5/2024,12/30/2023,12/28/2024,1/30/2024,Affaire Nouvelle,17293342,24300.2,client_969,364,47,Female,Married
142705,16097,2020,8/28/2020,7/12/2020,12/28/2020,8/28/2020,Avenant,4794946,27239.1,client_250,169,25,Female,Single
519512,16148,2025,3/6/2025,12/29/2024,12/28/2025,3/28/2025,Affaire Nouvelle,34829818,55231.88,client_511,364,42,Male,Single
151606,16100,2021,3/11/2021,12/29/2020,12/28/2021,3/28/2021,Affaire Nouvelle,4867653,14373.9,client_2669,364,25,Female,Single
166632,16099,2021,8/16/2021,12/29/2020,12/28/2021,8/27/2021,Avenant,4906032,6907.0,client_968,364,54,Male,Widowed
284210,16096,2022,2/2/2023,11/29/2022,12/29/2022,2/26/2023,Ristourne,4775485,-277.91,client_154,30,60,Female,Married
276932,16098,2022,12/25/2022,5/23/2022,12/29/2022,12/28/2022,Avenant,4860034,2863.64,client_2791,220,57,Female,Single
301552,16093,2023,4/30/2023,1/20/2023,12/29/2023,5/30/2023,Avenant,4695615,17975.83,client_2715,343,32,Male,Married
468726,16132,2024,8/26/2024,12/31/2023,12/28/2024,8/28/2024,Avenant,17293343,17057.21,client_1638,363,50,Female,Widowed
151723,16100,2021,3/14/2021,12/29/2020,12/28/2021,3/28/2021,Affaire Nouvelle,4784354,25814.0,client_1836,364,41,Male,Single
193057,16099,2022,3/25/2022,12/29/2021,12/29/2022,3/30/2022,Terme,4865855,33819.6,client_547,365,60,Female,Married
284334,16094,2023,2/5/2023,12/30/2022,12/29/2023,2/26/2023,Terme,4699668,38386.7,client_2813,364,60,Male,Widowed
265684,16099,2022,11/10/2022,1/7/2022,12/29/2022,11/28/2022,Avenant,4906032,1718.17,client_968,356,54,Male,Widowed
405952,16134,2024,3/2/2024,12/30/2023,12/28/2024,3/28/2024,Affaire Nouvelle,4851797,97235.33,client_2267,364,40,Male,Married
552527,16153,2025,7/10/2025,6/28/2025,5/29/2026,7/28/2025,Terme,13071957,51088.87671,client_1028,184,45,Female,Married
552527,16153,2025,7/10/2025,6/28/2025,5/29/2026,7/28/2025,Terme,13071957,51088.87671,client_1028,151,45,Female,Married
446528,16118,2024,6/20/2024,6/17/2024,12/28/2024,6/27/2024,Avenant,4289457,1618.77,client_1516,194,28,Female,Married
598847,16132,2025,12/12/2025,9/12/2025,12/28/2025,12/29/2025,Avenant,17293343,1203.82,client_1638,107,50,Female,Widowed
381770,16100,2024,2/16/2024,12/30/2023,12/28/2024,2/26/2024,Terme,4784354,2186.1,client_1836,364,41,Male,Single
295647,16114,2023,3/31/2023,12/30/2022,12/29/2023,4/28/2023,Terme,6344566,7114.8,client_2789,364,60,Male,Single
289403,16103,2023,2/23/2023,12/30/2022,12/29/2023,2/26/2023,Terme,4219042,79588.11,client_1351,364,25,Female,Single
608476,16132,2025,1/5/2026,11/28/2025,12/28/2025,1/28/2026,Avenant,17293343,266.69,client_1638,30,50,Female,Widowed
151553,16100,2021,3/8/2021,12/29/2020,12/28/2021,3/28/2021,Affaire Nouvelle,4867659,71579.23,client_2222,364,30,Male,Single
458449,16097,2024,7/13/2024,4/14/2024,12/28/2024,7/28/2024,Avenant,4824250,29641.77,client_1075,258,31,Female,Married
519797,16094,2025,3/13/2025,12/29/2024,12/28/2025,3/28/2025,Terme,4699668,96836.7,client_2813,364,60,Male,Widowed
315161,16124,2023,7/23/2023,7/16/2023,12/29/2023,7/29/2023,Affaire Nouvelle,13793461,11486.4,client_2792,166,60,Male,Single
200886,16098,2021,5/13/2022,6/12/2021,12/28/2021,5/29/2022,Ristourne,4021653,-593.74,client_2607,199,40,Female,Married
562828,16155,2025,8/23/2025,3/9/2025,12/28/2025,8/28/2025,Avenant,34861581,4147.2,client_1311,294,60,Female,Divorced
380935,16094,2024,1/29/2024,12/30/2023,12/28/2024,1/30/2024,Terme,4699668,38386.7,client_2813,364,60,Male,Widowed
205878,16108,2022,6/23/2022,1/11/2022,12/29/2022,6/24/2022,Avenant,4730308,44783.18,client_707,352,38,Female,Married
265724,16109,2022,11/11/2022,5/8/2022,12/29/2022,11/28/2022,Avenant,4622035,6913.0,client_2615,235,25,Female,Single
476285,16137,2024,9/14/2024,7/21/2024,12/28/2024,9/28/2024,Avenant,18482780,13581.0,client_1049,160,42,Male,Married
296327,16101,2023,4/21/2023,12/30/2022,12/29/2023,4/28/2023,Terme,4870085,60507.18,client_383,364,55,Female,Widowed
528391,16132,2025,4/24/2025,12/29/2024,12/28/2025,4/27/2025,Terme,17293344,83364.71,client_1633,364,29,Female,Single
340347,16127,2023,10/7/2023,12/30/2022,12/29/2023,10/29/2023,Affaire Nouvelle,8680809,4041.0,client_2739,364,57,Male,Divorced
152926,16099,2021,4/8/2021,12/29/2020,12/28/2021,4/27/2021,Avenant,4865855,7629.82,client_547,364,60,Female,Married
340347,16127,2023,10/7/2023,12/30/2022,12/29/2023,10/29/2023,Affaire Nouvelle,8680808,3451.0,client_2589,364,25,Male,Single
380928,16132,2024,6/28/2024,6/28/2024,12/28/2024,7/28/2024,Avenant,17293344,26799.2,client_1633,183,29,Female,Single
162993,16088,2021,7/12/2021,6/28/2021,6/28/2022,7/28/2021,Terme,4563965,10590.61,client_2843,184,55,Female,Married
162993,16088,2021,7/12/2021,6/28/2021,6/28/2022,7/28/2021,Terme,4563965,10590.61,client_2843,181,55,Female,Married
149002,16102,2021,1/11/2021,12/29/2020,12/28/2021,1/28/2021,Affaire Nouvelle,4881350,12195.0,client_2844,364,28,Female,Single
277281,16113,2022,12/26/2022,12/24/2022,6/28/2023,12/28/2022,Avenant,4475731,3105.74,client_1999,6,39,Female,Single
277281,16113,2022,12/26/2022,12/24/2022,6/28/2023,12/28/2022,Avenant,4475731,3105.74,client_1999,180,39,Female,Single
380928,16132,2024,3/29/2024,3/29/2024,12/28/2024,4/27/2024,Avenant,17293345,25548.37,client_1314,274,41,Female,Married
151272,16090,2021,3/4/2021,12/29/2020,12/28/2021,3/28/2021,Terme,4524273,11281.99,client_384,364,32,Female,Single
314358,16117,2023,6/29/2023,1/20/2023,12/29/2023,7/29/2023,Avenant,8466042,3487.8,client_733,343,35,Female,Widowed
525951,16118,2025,3/23/2025,12/29/2024,12/28/2025,3/28/2025,Terme,4289457,12730.21,client_1516,364,28,Female,Married
476246,16099,2024,9/13/2024,1/11/2024,12/28/2024,9/28/2024,Avenant,4906032,8105.31,client_968,352,54,Male,Widowed
289136,16118,2023,2/13/2023,12/30/2022,12/29/2023,2/26/2023,Affaire Nouvelle,8681330,11847.0,client_1383,364,28,Male,Single
141204,16096,2020,7/12/2020,6/6/2020,6/5/2021,7/28/2020,Avenant,4776968,10890.32,client_2780,206,50,Female,Married
141204,16096,2020,7/12/2020,6/6/2020,6/5/2021,7/28/2020,Avenant,4776968,10890.32,client_2780,158,50,Female,Married
194481,16109,2022,5/3/2022,12/29/2021,12/29/2022,5/29/2022,Affaire Nouvelle,4622035,18357.0,client_2615,365,25,Female,Single
468727,16132,2024,8/26/2024,2/10/2024,12/28/2024,8/28/2024,Avenant,17293345,14349.51,client_1314,322,41,Female,Married
534708,16084,2025,4/27/2025,12/29/2024,12/28/2025,4/27/2025,Ristourne,1039,-2595.08,client_1586,364,39,Male,Divorced
193056,16108,2022,3/25/2022,12/29/2021,12/29/2022,3/30/2022,Affaire Nouvelle,6139775,2720.9662,client_2832,365,31,Male,Single
152027,16094,2021,3/25/2021,12/29/2020,12/28/2021,3/28/2021,Terme,999,39664.18,client_2712,364,60,Male,Married
608476,16132,2025,1/5/2026,11/28/2025,12/28/2025,1/28/2026,Ristourne,17293345,-558.02,client_1314,30,41,Female,Married
357952,16075,2022,12/8/2023,6/29/2022,6/28/2023,12/29/2023,Avenant,3597357,158051.1201,client_2705,184,37,Male,Single
357952,16075,2022,12/8/2023,6/29/2022,6/28/2023,12/29/2023,Avenant,3597357,158051.1201,client_2705,180,37,Male,Single
229213,16094,2022,10/15/2022,4/15/2022,12/29/2022,10/29/2022,Avenant,4701697,304.18,client_2798,258,33,Female,Married
210625,1987,2022,7/30/2022,7/30/2022,7/29/2023,8/29/2022,Terme,11544,86843.01,client_2845,153,60,Male,Married
210625,1987,2022,7/30/2022,7/30/2022,7/29/2023,8/29/2022,Terme,11544,86843.01,client_2845,211,60,Male,Married
501225,16099,2024,12/19/2024,10/25/2024,12/28/2024,12/29/2024,Ristourne,4906032,-1584.17,client_968,64,54,Male,Widowed
410907,16124,2024,3/24/2024,12/30/2023,12/28/2024,3/28/2024,Terme,5146052,55555.04,client_1330,364,60,Female,Widowed
486243,16140,2024,11/7/2024,5/29/2024,12/28/2024,11/27/2024,Avenant,5054712,10776.22,client_895,213,52,Female,Divorced
276810,16104,2022,12/23/2022,12/29/2021,3/29/2022,12/28/2022,Avenant,650848,2414.78,client_217,90,48,Male,Married
517207,16120,2025,2/10/2025,12/29/2024,12/28/2025,2/25/2025,Terme,8730806,32145.1,client_739,364,60,Male,Married
560658,16159,2025,7/28/2025,6/19/2025,12/28/2025,7/28/2025,Affaire Nouvelle,35048137,5197.2,client_2277,192,33,Female,Married
534984,16099,2025,5/5/2025,12/29/2024,12/28/2025,5/28/2025,Terme,4863622,2229.8645,client_1507,364,47,Female,Married
501831,16075,2024,12/28/2024,6/28/2024,6/27/2025,12/29/2024,Ristourne,1710330,-9222.4,client_2676,184,25,Female,Single
501831,16075,2024,12/28/2024,6/28/2024,6/27/2025,12/29/2024,Ristourne,1710330,-9222.4,client_2676,180,25,Female,Single
374782,16124,2024,1/15/2024,12/30/2023,12/28/2024,1/30/2024,Terme,13793461,25105.0,client_2792,364,60,Male,Single
391813,16084,2024,2/24/2024,12/30/2023,12/28/2024,2/26/2024,Terme,1039,54193.74,client_1586,364,39,Male,Divorced
536173,16142,2025,5/12/2025,3/29/2025,3/29/2026,5/28/2025,Terme,29633914,14245.0,client_731,275,25,Male,Married
536173,16142,2025,5/12/2025,3/29/2025,3/29/2026,5/28/2025,Terme,29633914,14245.0,client_731,90,25,Male,Married
618075,16075,2024,2/10/2026,6/28/2024,6/27/2025,2/26/2026,Ristourne,3597357,-1022.7219,client_2705,184,37,Male,Single
618075,16075,2024,2/10/2026,6/28/2024,6/27/2025,2/26/2026,Ristourne,3597357,-1022.7219,client_2705,180,37,Male,Single
468727,16132,2024,8/26/2024,1/5/2024,12/28/2024,8/28/2024,Avenant,17293346,23361.71,client_2741,358,38,Male,Single
151553,16100,2021,3/8/2021,12/29/2020,12/28/2021,3/28/2021,Affaire Nouvelle,941,1160.3051,client_85,364,30,Male,Single
206016,16102,2021,7/29/2022,7/5/2021,12/28/2021,7/29/2022,Ristourne,4881350,-2956.87,client_2844,176,28,Female,Single
210173,16102,2022,7/10/2022,12/29/2021,12/29/2022,7/29/2022,Ristourne,4882679,-37522.49,client_394,365,52,Female,Married
421237,16099,2024,3/28/2024,12/30/2023,12/28/2024,3/28/2024,Terme,4906032,63842.36,client_968,364,54,Male,Widowed
617970,16146,2026,2/8/2026,12/29/2025,5/29/2026,2/26/2026,Terme,72937,17558.56959,client_2243,151,40,Female,Single
598804,16160,2025,12/11/2025,10/10/2025,12/28/2025,12/29/2025,Avenant,35071829,1020.33,client_720,79,48,Male,Married
460765,1987,2024,7/29/2024,7/29/2024,7/28/2025,8/28/2024,Terme,11544,84740.5,client_2845,153,60,Male,Married
460765,1987,2024,7/29/2024,7/29/2024,7/28/2025,8/28/2024,Terme,11544,84740.5,client_2845,211,60,Male,Married
561371,16108,2025,8/14/2025,1/6/2025,12/28/2025,8/28/2025,Avenant,4730308,3408.96,client_707,356,38,Female,Married
185871,485,2022,1/27/2022,12/29/2021,12/29/2022,1/28/2022,Terme,21089,55692.22,client_2008,365,50,Female,Married
220478,16096,2022,10/29/2022,6/7/2022,6/6/2023,10/29/2022,Terme,4776968,14281.2,client_2780,206,50,Female,Married
220478,16096,2022,10/29/2022,6/7/2022,6/6/2023,10/29/2022,Terme,4776968,14281.2,client_2780,158,50,Female,Married
579376,16146,2025,10/19/2025,2/7/2025,12/28/2025,10/28/2025,Ristourne,5147658,-31689.73,client_2717,324,41,Male,Single
380928,16132,2024,9/28/2024,9/28/2024,12/28/2024,10/30/2024,Avenant,17293344,26799.2,client_1633,91,29,Female,Single
308581,16111,2023,6/18/2023,1/7/2023,12/29/2023,6/28/2023,Avenant,1014891,3940.07,client_1619,356,42,Female,Divorced
421998,16116,2024,4/18/2024,12/30/2023,12/28/2024,4/27/2024,Ristourne,7973956,-7145.1,client_2706,364,33,Male,Married
138340,16091,2020,4/16/2020,12/30/2019,12/28/2020,4/28/2020,Affaire Nouvelle,711440,14159.0,client_2743,364,31,Female,Married
205878,16108,2022,6/23/2022,12/29/2021,12/29/2022,6/24/2022,Affaire Nouvelle,4730308,70373.9,client_707,365,38,Female,Married
137500,16069,2020,3/28/2020,12/30/2019,12/28/2020,3/28/2020,Renouvellement,1701222,89753.6697,client_1657,364,25,Male,Single
283357,16086,2023,1/8/2023,12/30/2022,12/29/2023,1/29/2023,Terme,1719712,25343.27,client_2691,364,26,Female,Divorced
381335,16102,2024,2/8/2024,12/30/2023,12/28/2024,2/26/2024,Terme,4883365,24602.52,client_1217,364,27,Female,Married
561421,16120,2025,8/14/2025,1/19/2025,12/28/2025,8/28/2025,Avenant,8730806,5097.7,client_739,343,60,Male,Married
421636,16104,2023,4/7/2024,9/11/2023,3/28/2024,4/27/2024,Avenant,4955129,296.88,client_2570,110,45,Male,Divorced
421636,16104,2023,4/7/2024,9/11/2023,3/28/2024,4/27/2024,Avenant,4955129,296.88,client_2570,89,45,Male,Divorced
270507,16115,2022,11/19/2022,8/14/2022,12/29/2022,11/28/2022,Affaire Nouvelle,6395988,934.32,client_2846,137,60,Female,Divorced
188884,16071,2022,2/12/2022,12/29/2021,12/29/2022,2/26/2022,Terme,46087,1450.5921,client_336,365,33,Male,Single
562769,16132,2025,8/22/2025,1/4/2025,12/28/2025,8/28/2025,Avenant,17293343,22335.95,client_1638,358,50,Female,Widowed
276730,16107,2023,12/30/2022,12/30/2022,12/29/2023,1/29/2023,Terme,4559930,1016.904,client_2722,364,53,Male,Widowed
381334,16124,2024,2/8/2024,12/30/2023,12/28/2024,2/26/2024,Terme,13049528,42582.98,client_907,364,25,Male,Married
295099,16110,2023,3/18/2023,12/30/2022,12/29/2023,3/27/2023,Affaire Nouvelle,6154376,1167.5892,client_1794,364,25,Male,Married
607305,16120,2025,12/18/2025,11/7/2025,12/28/2025,12/29/2025,Ristourne,8730806,-451.41,client_739,51,60,Male,Married
406036,16091,2024,3/4/2024,12/30/2023,12/28/2024,3/28/2024,Terme,711440,43031.83,client_2743,364,31,Female,Married
477763,16142,2024,10/12/2024,8/31/2024,3/28/2025,10/30/2024,Affaire Nouvelle,29633914,4487.68,client_731,120,25,Male,Married
477763,16142,2024,10/12/2024,8/31/2024,3/28/2025,10/30/2024,Affaire Nouvelle,29633914,4487.68,client_731,89,25,Male,Married
137961,16083,2020,4/3/2020,12/30/2019,12/28/2020,4/28/2020,Terme,131733,2504.7071,client_216,364,30,Male,Divorced
192800,16099,2021,3/18/2022,7/30/2021,12/28/2021,3/30/2022,Avenant,4906032,4052.58,client_968,151,54,Male,Widowed
357953,16075,2022,12/8/2023,6/29/2022,6/28/2023,12/29/2023,Ristourne,3597359,-51339.35,client_2688,184,48,Female,Married
357953,16075,2022,12/8/2023,6/29/2022,6/28/2023,12/29/2023,Ristourne,3597359,-51339.35,client_2688,180,48,Female,Married
136324,16081,2020,2/24/2020,12/30/2019,12/28/2020,2/26/2020,Terme,1711744,1096.4154,client_2795,364,44,Male,Married
276725,16093,2021,12/22/2022,11/28/2021,12/28/2021,12/28/2022,Ristourne,12592,-96.04,client_337,30,45,Male,Widowed
271897,16108,2022,12/11/2022,6/27/2022,12/29/2022,12/28/2022,Avenant,4730308,20876.28,client_707,185,38,Female,Married
501811,16075,2024,12/28/2024,6/28/2024,6/27/2025,12/29/2024,Avenant,3597359,6711.8087,client_2688,184,48,Female,Married
501811,16075,2024,12/28/2024,6/28/2024,6/27/2025,12/29/2024,Avenant,3597359,6711.8087,client_2688,180,48,Female,Married
155577,16103,2021,5/20/2021,1/18/2021,12/28/2021,5/28/2021,Avenant,4895029,40349.32,client_2847,344,55,Male,Widowed
137050,16081,2020,3/15/2020,12/30/2019,12/28/2020,3/28/2020,Terme,46839,76328.31,client_2760,364,27,Male,Married
284070,16099,2023,1/29/2023,12/30/2022,12/29/2023,1/29/2023,Terme,4906032,90925.52,client_968,364,54,Male,Widowed
276728,16075,2022,12/22/2022,6/29/2022,6/28/2023,12/28/2022,Terme,3597357,160150.0948,client_2705,184,37,Male,Single
276728,16075,2022,12/22/2022,6/29/2022,6/28/2023,12/28/2022,Terme,3597357,160150.0948,client_2705,180,37,Male,Single
543902,16155,2025,6/9/2025,4/18/2025,12/28/2025,6/27/2025,Affaire Nouvelle,34946746,9271.31,client_1292,254,60,Female,Widowed
357363,16083,2023,11/30/2023,7/17/2023,12/29/2023,12/29/2023,Avenant,131733,1640.81,client_216,165,30,Male,Divorced
608476,16132,2025,1/5/2026,11/28/2025,12/28/2025,1/28/2026,Ristourne,17293347,-991.89,client_1318,30,49,Female,Single
357954,16075,2022,12/8/2023,6/29/2022,6/28/2023,12/29/2023,Avenant,3597359,97538.05,client_2688,184,48,Female,Married
357954,16075,2022,12/8/2023,6/29/2022,6/28/2023,12/29/2023,Avenant,3597359,97538.05,client_2688,180,48,Female,Married
543457,16147,2025,5/29/2025,12/29/2024,12/28/2025,6/27/2025,Affaire Nouvelle,33740779,19484.3,client_1282,364,50,Female,Divorced
276612,1987,2022,12/19/2022,9/9/2022,7/29/2023,12/28/2022,Avenant,11544,4971.85,client_2845,112,60,Male,Married
276612,1987,2022,12/19/2022,9/9/2022,7/29/2023,12/28/2022,Avenant,11544,4971.85,client_2845,211,60,Male,Married
562770,16132,2025,8/22/2025,3/29/2025,12/28/2025,8/28/2025,Ristourne,17293348,-4473.18,client_1339,274,25,Male,Married
561417,16102,2025,8/14/2025,1/20/2025,12/28/2025,8/28/2025,Ristourne,4883365,-4759.43,client_1217,342,27,Female,Married
283358,16106,2023,1/8/2023,1/5/2023,6/28/2023,1/29/2023,Ristourne,5141755,-1435.43,client_2687,174,60,Female,Widowed
136246,16094,2020,2/22/2020,12/30/2019,12/28/2020,2/26/2020,Affaire Nouvelle,999,55973.4,client_2712,364,60,Male,Married
374894,16108,2023,1/18/2024,11/29/2023,12/29/2023,1/30/2024,Avenant,4730308,2268.92,client_707,30,38,Female,Married
421405,16118,2023,3/31/2024,11/25/2023,12/29/2023,4/27/2024,Avenant,11543,323.08,client_780,34,45,Male,Divorced
194362,16108,2022,4/30/2022,12/29/2021,12/29/2022,5/29/2022,Affaire Nouvelle,6139777,2693.116,client_2848,365,31,Female,Married
429206,16124,2024,5/13/2024,3/29/2024,12/28/2024,5/28/2024,Avenant,5146052,14556.16,client_1330,274,60,Female,Widowed
526443,16132,2025,4/1/2025,12/29/2024,12/28/2025,4/27/2025,Terme,4958674,20654.07,client_1190,364,45,Male,Married
151316,16093,2020,3/5/2021,12/30/2019,12/28/2020,3/28/2021,Avenant,1701222,27919.02,client_1657,364,25,Male,Single
193548,16084,2021,4/4/2022,3/26/2021,12/28/2021,4/28/2022,Avenant,1718764,3998.64,client_1278,277,25,Female,Married
373165,16094,2024,12/31/2023,12/30/2023,12/28/2024,1/30/2024,Terme,4674194,33013.11,client_2769,364,60,Male,Single
373365,16132,2024,1/5/2024,12/30/2023,12/28/2024,1/30/2024,Affaire Nouvelle,17293340,37346.65,client_1118,364,34,Male,Single
308393,16083,2023,6/15/2023,5/20/2023,12/29/2023,6/28/2023,Avenant,131733,349.24,client_216,223,30,Male,Divorced
598802,16142,2025,12/11/2025,11/9/2025,3/29/2026,12/29/2025,Ristourne,29633914,-1876.52,client_731,50,25,Male,Married
598802,16142,2025,12/11/2025,11/9/2025,3/29/2026,12/29/2025,Ristourne,29633914,-1876.52,client_731,90,25,Male,Married
174245,16102,2021,10/28/2021,12/29/2020,12/28/2021,10/28/2021,Avenant,4882679,90743.53,client_394,364,52,Female,Married
528390,16132,2025,4/24/2025,12/29/2024,12/28/2025,4/27/2025,Terme,17293340,42000.45,client_1118,364,34,Male,Single
171536,16104,2021,10/2/2021,3/29/2021,3/29/2022,10/28/2021,Avenant,650848,11153.0,client_217,275,48,Male,Married
171536,16104,2021,10/2/2021,3/29/2021,3/29/2022,10/28/2021,Avenant,650848,11153.0,client_217,90,48,Male,Married
152032,16081,2020,3/25/2021,12/30/2019,12/28/2020,3/28/2021,Avenant,1711744,433.71,client_2795,364,44,Male,Married
289300,16102,2023,2/19/2023,12/30/2022,12/29/2023,2/26/2023,Terme,4883366,6397.5,client_1983,364,25,Female,Married
501225,16104,2024,12/19/2024,11/5/2024,3/28/2025,12/29/2024,Ristourne,4952901,-1893.76,client_916,54,46,Male,Married
501225,16104,2024,12/19/2024,11/5/2024,3/28/2025,12/29/2024,Ristourne,4952901,-1893.76,client_916,89,46,Male,Married
142491,1987,2020,8/20/2020,7/29/2020,7/28/2021,8/28/2020,Terme,11544,94305.48,client_2845,153,60,Male,Married
142491,1987,2020,8/20/2020,7/29/2020,7/28/2021,8/28/2020,Terme,11544,94305.48,client_2845,211,60,Male,Married
271450,16108,2022,11/28/2022,12/29/2021,12/29/2022,11/28/2022,Affaire Nouvelle,6139778,86696.22,client_2849,365,52,Male,Divorced
406435,16067,2024,3/16/2024,12/30/2023,12/28/2024,3/28/2024,Terme,2909,1377.6584,client_2272,364,60,Female,Married
534984,16132,2025,5/5/2025,12/29/2024,12/28/2025,5/28/2025,Terme,17293348,47573.98,client_1339,364,25,Male,Married
296053,16094,2023,4/13/2023,12/30/2022,12/29/2023,4/28/2023,Avenant,4674194,33013.11,client_2769,364,60,Male,Single
509386,16145,2024,1/16/2025,12/26/2024,9/27/2025,1/28/2025,Avenant,33708483,11508.87,client_925,3,28,Female,Married
509386,16145,2024,1/16/2025,12/26/2024,9/27/2025,1/28/2025,Avenant,33708483,11508.87,client_925,272,28,Female,Married
173751,16104,2021,10/15/2021,2/21/2021,12/28/2021,10/28/2021,Affaire Nouvelle,4882679,40462.9,client_394,310,52,Female,Married
468727,16132,2024,8/26/2024,1/21/2024,12/28/2024,8/28/2024,Ristourne,17293348,-454.61,client_1339,342,25,Male,Married
609153,485,2026,1/23/2026,12/29/2025,5/29/2026,1/28/2026,Terme,21089,24437.92274,client_2008,151,50,Female,Married
528248,16082,2025,4/19/2025,12/29/2024,12/28/2025,4/27/2025,Terme,1716533,15625.86,client_1288,364,45,Male,Married
517207,16093,2025,2/10/2025,12/29/2024,12/28/2025,2/25/2025,Terme,12592,43221.43,client_337,364,45,Male,Widowed
380929,16132,2024,3/29/2024,3/29/2024,12/28/2024,4/27/2024,Avenant,17293339,41630.62,client_1530,274,30,Female,Married
501811,16075,2024,12/28/2024,6/28/2024,6/27/2025,12/29/2024,Avenant,3597359,54108.17,client_2688,184,48,Female,Married
501811,16075,2024,12/28/2024,6/28/2024,6/27/2025,12/29/2024,Avenant,3597359,54108.17,client_2688,180,48,Female,Married
153024,16095,2021,4/10/2021,3/29/2021,3/29/2022,4/27/2021,Terme,4732960,6097.5,client_2850,275,60,Female,Married
153024,16095,2021,4/10/2021,3/29/2021,3/29/2022,4/27/2021,Terme,4732960,6097.5,client_2850,90,60,Female,Married
153896,16084,2021,5/3/2021,12/29/2020,12/28/2021,5/28/2021,Terme,1039,72214.25,client_1586,364,39,Male,Divorced
380929,16132,2024,9/28/2024,9/28/2024,12/28/2024,10/30/2024,Avenant,17293339,41630.62,client_1530,91,30,Female,Married
314825,16102,2023,7/11/2023,3/4/2023,12/29/2023,7/29/2023,Avenant,4883365,3341.12,client_1217,300,27,Female,Married
519512,16149,2025,3/6/2025,12/29/2024,12/28/2025,3/28/2025,Affaire Nouvelle,34876559,37869.97,client_1220,364,40,Female,Divorced
145122,16081,2020,11/9/2020,12/30/2019,12/28/2020,11/28/2020,Avenant,46839,2234.02,client_2760,364,27,Male,Married
373366,16132,2024,1/5/2024,12/30/2023,12/28/2024,1/30/2024,Affaire Nouvelle,17293338,32568.8,client_2790,364,41,Male,Divorced
145125,16091,2020,11/9/2020,12/30/2019,12/28/2020,11/28/2020,Avenant,1028380,3473.7,client_2693,364,49,Female,Married
445806,16105,2024,6/1/2024,5/16/2024,5/15/2025,6/27/2024,Terme,5002794,41077.8,client_1039,227,25,Male,Single
445806,16105,2024,6/1/2024,5/16/2024,5/15/2025,6/27/2024,Terme,5002794,41077.8,client_1039,137,25,Male,Single
193149,16104,2021,3/27/2022,3/1/2021,12/28/2021,3/30/2022,Avenant,4882679,8482.11,client_394,302,52,Female,Married
373365,16132,2024,1/5/2024,12/30/2023,12/28/2024,1/30/2024,Affaire Nouvelle,17293348,53884.4,client_1339,364,25,Male,Married
188845,16094,2022,2/11/2022,12/29/2021,12/29/2022,2/26/2022,Terme,1700112,30559.15,client_2703,365,43,Male,Divorced
477865,16143,2024,10/13/2024,9/15/2024,6/27/2025,10/30/2024,Affaire Nouvelle,29653774,18881.74,client_2675,105,60,Female,Widowed
